address,attribute,name,price,url
窝趣轻社区·窝趣轻社区方庄店,20㎡/11间在租/1室0厅1卫,独栋·窝趣轻社区窝趣轻社区方庄店仙女大窗房大促ing开间,4080元/月,https://bj.zu.ke.com/apartment/6263.html
窝趣轻社区·窝趣轻社区方庄店,仅剩5间/22㎡/5间在租/1室0厅1卫,独栋·窝趣轻社区窝趣轻社区方庄店自由工业风年中大促中开间,4080元/月,https://bj.zu.ke.com/apartment/6263.html
城家精选公寓·总部基地海鹰路店,仅剩4间/20㎡/4间在租/1室0厅1卫,独栋·城家精选公寓总部基地海鹰路店精装舒适地铁房无中介开间,4100-4500元/月,https://bj.zu.ke.com/apartment/6905.html
朝阳-首都机场-南平里,朝阳-首都机场-南平里/59㎡/南北/2室1厅1卫/低楼层（6层）,整租·南平里2室1厅南/北,4100元/月,https://bj.zu.ke.com/zufang/BJ2334073357567533056.html
石景山-八角-八角南路,石景山-八角-八角南路/68㎡/南/2室1厅1卫/高楼层（16层）,整租·八角南路2室1厅南,4100元/月,https://bj.zu.ke.com/zufang/BJ2305112491119878144.html
西城-广安门-车站西街,西城-广安门-车站西街/41㎡/南/1室1厅1卫/中楼层（6层）,整租·车站西街1室1厅南,4100元/月,https://bj.zu.ke.com/zufang/BJ2225174289618051072.html
丰台-马连道-欣园小区,丰台-马连道-欣园小区/54㎡/南北/2室1厅1卫/低楼层（6层）,整租·欣园小区2室1厅南/北,4100元/月,https://bj.zu.ke.com/zufang/BJ2332440612143636480.html
丰台-马家堡-富卓苑,丰台-马家堡-富卓苑/36㎡/东/1室0厅1卫/中楼层（20层）,整租·富卓苑1室0厅东,4100元/月,https://bj.zu.ke.com/zufang/BJ2247107858065784832.html
丰台-和义-和义东里四区,丰台-和义-和义东里四区/62㎡/南北/2室1厅1卫/高楼层（6层）,整租·和义东里四区2室1厅南/北,4100元/月,https://bj.zu.ke.com/zufang/BJ2328796488723349504.html
西城-广安门-荣丰2008,西城-广安门-荣丰2008/34㎡/西/1室0厅1卫/高楼层（26层）,整租·荣丰20081室0厅西,4100元/月,https://bj.zu.ke.com/zufang/BJ2320001608424882176.html
丰台-玉泉营-首经贸中街1号院,丰台-玉泉营-首经贸中街1号院/39㎡/西/1室0厅1卫/中楼层（20层）,整租·首经贸中街1号院1室0厅西,4100元/月,https://bj.zu.ke.com/zufang/BJ2305686149978660864.html
丰台-洋桥-马家堡33号院,丰台-洋桥-马家堡33号院/48㎡/东西/1室1厅1卫/中楼层（6层）,整租·马家堡33号院1室1厅东/西,4100元/月,https://bj.zu.ke.com/zufang/BJ2299793625733152768.html
