address,attribute,name,price,url
昌平-沙河-北街家园五区,昌平-沙河-北街家园五区/18㎡/北/1房间1卫/中楼层（28层）,整租·北街家园五区1房间北,1100元/月,https://bj.zu.ke.com/zufang/BJ2336232058940030976.html
昌平-沙河-北街家园五区,昌平-沙河-北街家园五区/19㎡/东/1房间1卫/低楼层（28层）,整租·北街家园五区1房间东,1100元/月,https://bj.zu.ke.com/zufang/BJ2333223845265416192.html
昌平-沙河-北街家园五区,昌平-沙河-北街家园五区/19㎡/东/1房间1卫/中楼层（28层）,整租·北街家园五区1房间东,1100元/月,https://bj.zu.ke.com/zufang/BJ2304349953784283136.html
昌平-沙河-北街家园五区,昌平-沙河-北街家园五区/19㎡/东/1房间1卫/低楼层（28层）,整租·北街家园五区1房间东,1100元/月,https://bj.zu.ke.com/zufang/BJ2333223845265416192.html
昌平-沙河-北街家园五区,昌平-沙河-北街家园五区/19㎡/北/1房间1卫/低楼层（28层）,整租·北街家园五区1房间北,1200元/月,https://bj.zu.ke.com/zufang/BJ2309407476056850432.html
昌平-沙河-北街家园五区,昌平-沙河-北街家园五区/19㎡/北/1房间1卫/低楼层（28层）,整租·北街家园五区1房间北,1200元/月,https://bj.zu.ke.com/zufang/BJ2309407476056850432.html
房山-良乡-伟业嘉园西里,房山-良乡-伟业嘉园西里/46㎡/南/1室1厅1卫/地下室（5层）,整租·伟业嘉园西里1室1厅南,1300元/月,https://bj.zu.ke.com/zufang/BJ2330892168748597248.html
顺义-马坡-恒华湖公馆,顺义-马坡-恒华湖公馆/89㎡/南/1室1厅1卫/低楼层（15层）,整租·恒华湖公馆1室1厅南,1500元/月,https://bj.zu.ke.com/zufang/BJ2336344420444028928.html
房山-良乡-房山超级蜂巢,房山-良乡-房山超级蜂巢/42㎡/南/2房间1卫/中楼层（10层）,整租·房山超级蜂巢2房间南,1500元/月,https://bj.zu.ke.com/zufang/BJ2268213449009922048.html
房山-长阳-加州水郡Q酷,房山-长阳-加州水郡Q酷/26㎡/南/1房间1卫/中楼层（14层）,整租·加州水郡Q酷1房间南,1500元/月,https://bj.zu.ke.com/zufang/BJ2331040698490961920.html
房山-房山其它-燕麓苑东区,房山-房山其它-燕麓苑东区/57㎡/南北/2室1厅1卫/中楼层（6层）,整租·燕麓苑东区2室1厅南/北,1500元/月,https://bj.zu.ke.com/zufang/BJ2323065336557215744.html
房山-良乡-房山超级蜂巢,房山-良乡-房山超级蜂巢/42㎡/南/2房间1卫/中楼层（10层）,整租·房山超级蜂巢2房间南,1500元/月,https://bj.zu.ke.com/zufang/BJ2268213449009922048.html
房山-良乡-房山超级蜂巢,房山-良乡-房山超级蜂巢/42㎡/南/2房间1卫/中楼层（10层）,整租·房山超级蜂巢2房间南,1500元/月,https://bj.zu.ke.com/zufang/BJ2268786703110250496.html
乐乎城市青年社区·石门店,15㎡/8间在租/1室0厅1卫,独栋·乐乎城市青年社区石门店天青色等烟雨开间,1580-1750元/月,https://bj.zu.ke.com/apartment/18871.html
房山-良乡-路家胡同,房山-良乡-路家胡同/54㎡/南北/2室1厅1卫/高楼层（2层）,整租·路家胡同2室1厅南/北,1600元/月,https://bj.zu.ke.com/zufang/BJ2332616504861786112.html
房山-良乡-玉竹园小区一里,房山-良乡-玉竹园小区一里/111㎡/南北/3室2厅3卫/地下室（6层）,整租·玉竹园小区一里3室2厅南/北,1600元/月,https://bj.zu.ke.com/zufang/BJ2163169874879455232.html
大兴-天宫院南-天恒旭辉7号院,大兴-天宫院南-天恒旭辉7号院/37㎡/北/2房间1卫/高楼层（7层）,整租·天恒旭辉7号院2房间北,1600元/月,https://bj.zu.ke.com/zufang/BJ2311409043518275584.html
房山-良乡-拱辰大街,房山-良乡-拱辰大街/56㎡/南北/2室1厅1卫/中楼层（7层）,整租·拱辰大街2室1厅南/北,1700元/月,https://bj.zu.ke.com/zufang/BJ2306422574357151744.html
房山-长阳-加州水郡金桥国际酒店,房山-长阳-加州水郡金桥国际酒店/38㎡/东/1室0厅1卫/低楼层（16层）,整租·加州水郡金桥国际酒店1室0厅东,1800元/月,https://bj.zu.ke.com/zufang/BJ2318614947816275968.html
朝阳-首都机场-首都机场南路西里,朝阳-首都机场-首都机场南路西里/60㎡/南北/2室1厅1卫/高楼层（5层）,整租·首都机场南路西里2室1厅南/北,1800元/月,https://bj.zu.ke.com/zufang/BJ2320741234861686784.html
房山-长阳-加州水郡金桥国际酒店,房山-长阳-加州水郡金桥国际酒店/38㎡/东/1室0厅1卫/低楼层（16层）,整租·加州水郡金桥国际酒店1室0厅东,1800元/月,https://bj.zu.ke.com/zufang/BJ2318614947816275968.html
